Reading_Score,Writing_Score,Listening_Score,Speaking_Score,Attendance_Percentage,Practice_Hours,Vocabulary_Score,Grammar_Score,Mock_Test_Score,Final_IELTS_Band
6.6,4.6,5.8,5.6,100.0,4.8,52.3,60.7,5.8,5.8
3.0,4.1,3.1,2.2,100.0,5.2,24.5,35.9,2.7,3.1
1.6,4.7,4.0,2.5,100.0,6.8,26.4,20.0,3.1,3.3
2.5,4.9,3.0,3.9,100.0,4.1,51.9,33.0,5.2,3.6
4.8,4.5,3.6,5.7,100.0,5.4,33.3,39.5,5.0,4.7
5.9,5.5,5.1,4.7,100.0,5.6,38.4,56.5,5.8,5.4
7.1,5.3,6.1,7.2,100.0,9.1,73.3,81.2,7.6,6.6
6.2,5.9,5.7,6.3,100.0,7.5,57.9,64.8,6.4,6.0
5.7,4.0,4.7,6.2,100.0,3.2,51.2,25.7,4.2,5.2
4.5,5.6,5.5,4.9,100.0,4.1,56.9,57.3,6.2,5.5
4.5,6.3,3.5,2.3,100.0,2.0,23.9,21.5,4.2,3.8
3.7,5.5,4.4,5.5,100.0,9.0,55.8,42.6,5.4,4.9
3.9,2.7,4.4,6.5,100.0,5.5,35.5,47.7,4.7,4.1
3.9,5.0,4.8,6.0,100.0,4.6,55.6,54.0,6.2,5.0
3.8,4.1,3.3,3.3,100.0,2.7,25.2,46.3,5.4,3.5
5.6,5.7,4.5,4.7,100.0,7.0,59.1,51.7,5.4,5.3
6.9,6.1,6.9,6.0,100.0,8.7,72.8,63.3,7.6,6.5
4.9,5.1,4.5,6.6,100.0,6.0,37.3,45.3,4.9,5.0
4.7,4.3,6.2,5.2,100.0,5.0,42.4,65.8,4.0,4.9
5.7,4.9,4.8,5.2,100.0,6.5,67.9,66.6,4.8,5.1
3.3,5.1,4.1,4.4,100.0,4.6,39.5,44.9,4.8,4.1
6.4,4.3,6.6,5.0,100.0,3.9,63.5,66.6,6.0,5.7
4.8,5.5,4.3,6.4,100.0,3.6,44.8,61.6,5.5,5.1
4.7,3.8,4.9,4.2,100.0,5.8,64.5,59.3,5.7,4.7
5.3,5.8,3.2,5.1,100.0,4.1,28.9,26.6,5.9,5.1
4.0,4.3,4.1,5.1,100.0,5.9,65.1,58.2,5.4,4.4
4.7,5.4,6.7,6.7,100.0,6.9,59.2,55.4,5.4,5.8
5.9,7.1,6.9,8.1,100.0,9.4,75.8,67.8,6.7,7.0
6.1,5.6,6.2,6.2,100.0,5.3,54.3,57.6,7.3,6.0
7.9,7.7,6.4,7.3,100.0,9.2,89.6,80.6,6.7,6.9
4.7,4.6,4.3,4.1,100.0,5.0,46.1,32.2,5.0,4.2
8.1,7.0,6.9,6.0,100.0,5.8,59.8,64.8,6.1,6.6
3.4,6.0,6.0,3.8,100.0,5.5,31.4,51.0,4.6,5.0
8.1,7.5,8.1,9.0,100.0,7.9,71.7,85.1,6.6,8.0
3.6,3.9,3.2,4.2,100.0,7.0,26.7,43.4,5.1,3.9
3.5,6.2,4.2,3.0,100.0,3.9,41.9,34.5,3.4,4.3
3.8,5.2,4.8,2.5,100.0,4.8,36.4,33.6,4.3,4.1
1.7,1.6,1.2,1.0,100.0,1.4,20.0,20.0,1.7,1.8
5.7,4.5,3.6,5.0,100.0,3.5,36.5,49.8,5.8,4.8
4.8,3.8,4.7,3.5,100.0,1.9,53.3,39.4,4.2,4.3
5.2,5.1,5.8,4.8,100.0,6.9,52.7,50.5,4.2,5.3
6.5,4.2,4.3,5.8,100.0,6.7,57.1,66.8,5.1,5.3
6.0,6.9,7.8,6.8,100.0,7.4,71.9,65.3,8.3,7.2
5.1,7.9,6.2,6.6,100.0,5.1,64.0,64.8,5.4,6.5
2.6,4.9,4.9,4.4,100.0,4.4,31.6,31.7,4.0,4.0
3.4,1.5,3.5,3.8,100.0,2.9,40.0,43.1,4.8,3.3
5.7,6.8,6.1,4.2,100.0,5.4,45.9,35.1,5.8,5.6
3.5,4.5,4.0,2.7,100.0,1.1,37.6,38.2,2.5,3.4
7.3,6.9,6.9,7.7,100.0,8.1,70.1,85.1,7.4,7.3
5.3,7.1,6.4,5.8,100.0,7.1,77.2,58.5,6.3,6.3
5.1,3.6,4.0,5.5,100.0,5.9,62.0,43.6,4.5,4.3
3.1,2.5,4.1,5.0,100.0,2.2,24.3,20.0,3.6,3.4
7.2,8.1,6.5,7.2,100.0,6.5,83.4,74.6,6.8,7.2
3.3,4.6,4.2,6.2,100.0,2.5,55.8,56.5,4.8,4.5
6.7,4.7,6.0,7.1,100.0,8.5,54.2,58.5,6.4,6.4
2.1,3.0,3.2,2.6,100.0,3.9,27.2,20.0,3.9,2.8
4.0,4.2,4.8,4.5,100.0,4.1,46.0,52.0,3.8,4.3
5.4,6.2,4.0,6.8,100.0,3.0,56.1,69.5,3.4,5.3
5.1,5.1,6.4,4.6,100.0,3.2,52.5,55.6,4.9,5.3
3.8,4.1,4.7,3.5,100.0,3.5,44.9,48.9,4.7,4.1
5.8,6.8,6.1,4.7,100.0,7.4,59.4,56.0,5.4,5.8
2.5,3.8,3.6,3.5,100.0,3.8,35.3,35.8,3.3,3.4
5.7,4.1,4.8,3.9,100.0,2.5,35.6,51.4,4.6,4.7
5.0,6.3,5.0,6.6,100.0,5.8,49.4,50.0,5.1,5.6
6.5,5.8,6.4,5.8,100.0,4.5,43.2,71.2,4.7,6.0
5.4,5.9,5.8,6.7,100.0,5.3,55.7,62.4,6.3,5.5
3.2,3.8,4.2,3.4,100.0,4.8,27.2,36.2,1.7,3.2
2.5,2.1,2.8,2.2,100.0,3.8,20.4,25.4,3.5,2.5
7.2,6.0,6.7,5.4,100.0,8.6,58.6,68.6,6.8,6.6
4.8,5.4,4.8,4.6,100.0,5.5,57.7,67.2,5.8,4.9
4.6,3.9,5.0,4.4,100.0,5.2,35.6,40.2,2.7,4.4
6.6,8.1,6.3,7.3,100.0,6.4,69.1,75.0,7.1,7.1
3.6,5.3,4.9,5.7,100.0,4.8,37.7,53.6,4.7,4.8
6.0,7.2,6.2,5.1,100.0,6.3,64.7,64.0,7.6,6.2
4.1,5.1,4.8,5.1,100.0,5.1,62.5,36.9,5.3,4.7
7.5,8.5,8.0,6.6,100.0,6.2,92.5,96.6,6.6,7.4
6.2,7.5,6.9,7.5,100.0,7.3,80.1,87.0,5.9,7.3
5.4,4.7,5.7,5.1,100.0,6.8,43.3,58.8,4.3,5.2
6.1,6.2,5.6,5.1,100.0,4.8,70.2,53.8,6.8,6.2
5.6,4.9,5.9,6.6,100.0,4.0,53.0,74.1,6.6,5.6
7.2,7.1,6.1,8.7,100.0,5.2,67.5,90.2,6.8,7.2
4.6,3.8,4.1,4.6,100.0,7.5,28.1,46.0,3.9,4.1
5.8,5.3,5.8,5.7,100.0,6.7,69.4,76.8,5.6,5.7
5.7,7.3,6.2,6.0,100.0,6.2,73.7,73.9,6.3,6.3
1.5,1.7,3.7,2.7,100.0,2.5,23.3,20.0,3.8,2.4
3.0,3.2,3.1,2.9,100.0,3.6,49.6,37.3,3.3,3.0
2.1,3.5,3.0,2.8,100.0,1.0,23.5,20.0,3.0,2.8
4.8,5.0,4.1,3.7,100.0,3.8,49.5,40.0,4.3,4.4
5.6,5.8,5.9,4.2,100.0,5.8,63.3,63.9,6.6,5.6
7.4,7.0,5.9,7.0,100.0,6.2,59.9,74.4,7.2,6.7
4.6,5.3,4.6,5.1,100.0,4.5,42.2,55.7,5.8,5.0
6.9,5.5,6.9,6.5,100.0,8.0,73.9,56.5,8.3,6.6
4.3,3.0,4.7,2.2,100.0,1.4,28.8,27.8,1.5,3.7
3.2,4.5,3.0,3.2,100.0,6.4,30.3,29.9,3.5,3.4
4.9,4.3,6.1,4.1,100.0,6.0,42.5,56.7,5.3,5.0
5.0,5.2,5.6,5.3,100.0,3.7,56.5,63.9,5.8,5.6
4.5,4.4,4.7,6.5,100.0,1.2,50.4,52.0,5.1,4.8
1.8,2.4,3.6,3.1,100.0,0.9,20.3,20.0,2.7,2.6
4.5,4.3,5.2,3.7,100.0,5.9,48.8,53.7,5.1,4.5
4.0,3.9,3.0,2.3,100.0,3.8,20.0,27.4,4.1,3.4
5.6,6.0,6.1,5.9,100.0,5.8,37.4,69.1,6.4,5.7
4.4,6.2,5.2,4.2,100.0,4.6,46.1,59.8,5.4,5.2
5.3,2.9,2.4,2.1,100.0,2.2,30.6,35.3,3.7,3.4
4.6,4.1,5.1,4.9,100.0,3.6,30.5,34.6,4.4,4.7
2.6,3.5,4.5,4.0,100.0,1.9,33.6,45.3,3.4,3.7
4.6,5.4,6.2,5.3,100.0,4.3,60.0,54.7,6.2,5.4
6.2,5.4,6.5,6.4,100.0,8.4,71.6,85.4,5.2,6.0
5.2,4.7,3.6,3.8,100.0,2.4,39.9,40.5,4.4,4.3
4.7,6.7,6.2,5.0,100.0,6.7,67.4,63.7,6.1,5.7
5.1,3.4,5.0,4.8,100.0,5.3,32.8,27.4,4.0,4.6
5.2,3.6,5.2,5.4,100.0,2.2,33.5,41.2,4.3,4.8
4.4,4.4,4.8,4.4,100.0,3.6,54.5,45.2,5.8,4.7
3.5,6.3,3.6,2.9,100.0,5.1,29.7,42.7,3.5,3.9
3.5,3.9,3.8,3.3,100.0,2.8,37.5,45.0,5.3,3.7
3.4,5.2,3.9,2.8,100.0,3.1,50.7,41.9,4.4,4.1
7.3,6.1,6.2,7.5,100.0,10.0,80.4,100.0,6.8,6.7
5.6,4.1,5.6,3.2,100.0,6.5,68.2,42.5,4.2,4.9
5.0,3.5,4.6,4.5,100.0,4.1,21.3,49.0,4.3,4.4
4.7,4.4,5.7,5.8,100.0,6.6,46.9,60.0,4.4,5.3
3.3,4.6,5.0,3.3,100.0,4.7,52.4,68.1,2.8,4.0
4.7,4.1,5.8,3.9,100.0,6.2,47.6,53.7,4.4,4.7
6.0,5.0,6.4,5.8,100.0,2.9,38.7,65.2,7.3,5.6
6.1,7.0,5.5,5.8,100.0,5.9,59.1,69.9,5.6,5.9
4.1,5.5,3.9,4.8,100.0,1.1,66.8,51.3,4.6,4.5
4.4,5.2,3.7,4.2,100.0,4.4,43.8,55.9,4.8,4.5
5.9,5.2,5.1,5.8,100.0,4.2,51.9,37.7,4.6,5.6
2.5,2.3,1.5,2.0,100.0,3.6,20.0,20.0,2.0,2.2
2.9,2.7,4.0,2.3,100.0,3.8,29.7,44.6,4.1,3.3
6.2,5.7,7.6,5.7,100.0,6.3,70.4,50.9,6.7,6.3
6.8,7.3,6.3,7.6,100.0,6.9,85.9,73.8,6.9,6.8
6.0,3.6,4.6,4.7,100.0,5.2,57.1,47.8,5.3,4.8
5.5,4.7,5.7,6.2,100.0,5.0,62.7,56.9,5.0,5.4
5.4,6.5,6.0,5.9,100.0,5.4,55.4,70.5,4.5,5.6
8.3,9.0,9.0,6.9,100.0,10.0,79.4,100.0,7.5,8.3
7.2,6.7,5.1,5.3,100.0,5.4,49.7,62.9,6.8,6.0
6.4,5.9,4.6,3.9,100.0,4.1,48.9,41.7,4.7,5.4
4.2,3.6,3.7,3.1,100.0,3.1,44.4,38.5,4.4,3.8
3.1,1.8,2.1,2.7,100.0,7.3,39.2,37.6,3.1,2.6
5.3,5.8,4.9,6.1,100.0,6.2,44.2,54.4,4.3,5.3
2.2,4.6,4.4,5.1,100.0,5.6,23.6,37.3,3.8,3.8
3.9,3.4,3.1,3.0,100.0,4.0,38.0,21.7,3.9,3.7
4.3,4.0,3.1,4.0,100.0,5.3,32.2,44.0,4.0,3.6
4.0,4.6,5.8,3.1,100.0,4.1,20.0,37.0,4.6,4.6
6.5,6.1,7.2,7.1,100.0,8.1,70.4,68.1,6.7,6.7
5.8,5.3,6.1,6.2,100.0,4.1,58.1,73.5,6.6,6.0
4.7,4.0,4.2,5.7,100.0,5.5,63.1,66.9,3.7,4.6
7.6,6.9,7.0,7.5,100.0,7.1,80.9,72.7,6.6,7.3
4.8,4.0,5.0,3.1,100.0,5.9,43.8,54.2,4.8,4.4
5.6,3.3,2.6,3.8,100.0,3.6,51.1,26.0,3.0,3.9
7.2,6.2,6.1,8.0,100.0,8.4,74.1,80.2,7.6,7.0
4.6,5.4,6.2,5.3,100.0,7.2,68.7,62.7,5.2,5.4
3.7,2.3,5.2,4.8,100.0,0.5,47.7,31.2,3.2,4.2
4.3,4.9,5.0,4.5,100.0,4.1,44.5,39.7,5.7,4.8
2.2,5.1,4.7,4.1,100.0,0.9,42.6,55.3,4.1,3.9
4.6,3.5,3.2,2.3,100.0,3.3,25.2,33.1,3.9,3.5
6.7,7.6,6.0,5.1,100.0,5.9,73.2,54.7,4.9,6.4
7.7,8.6,8.1,7.9,100.0,9.9,79.5,87.2,6.7,7.7
3.5,4.1,4.5,4.1,100.0,3.2,38.6,31.3,4.8,4.2
4.6,5.7,6.6,5.7,100.0,5.1,73.7,59.0,6.3,5.7
3.8,4.2,3.5,3.1,100.0,5.4,45.7,50.0,3.4,3.5
5.1,5.1,4.4,4.5,100.0,3.8,41.8,20.0,4.6,4.8
3.4,3.9,4.5,5.4,100.0,3.4,40.3,23.0,3.6,4.0
1.9,2.2,3.8,5.5,100.0,4.3,20.0,50.8,5.0,3.2
4.9,5.5,5.3,4.8,100.0,7.5,43.6,49.4,3.4,4.8
3.9,2.9,4.6,2.5,100.0,5.0,46.9,33.3,4.2,3.8
5.4,4.4,6.0,6.1,100.0,6.3,63.8,40.7,5.5,5.4
5.5,4.9,6.2,4.7,100.0,9.1,41.9,51.2,4.1,5.3
5.2,4.6,4.5,5.5,100.0,3.5,48.1,49.6,4.5,5.0
4.1,2.6,2.9,4.2,100.0,2.5,34.5,50.8,4.2,3.6
5.3,4.5,4.6,3.5,100.0,4.4,48.2,45.1,3.0,4.7
4.7,6.8,7.3,6.0,100.0,8.4,83.4,58.3,5.0,6.5
6.0,4.5,5.3,6.8,100.0,4.3,64.6,61.6,5.5,5.6
4.3,5.0,4.3,3.7,100.0,6.2,28.6,46.4,3.2,4.0
4.1,3.6,5.6,4.2,100.0,3.0,50.7,60.4,4.8,4.5
4.7,7.9,6.0,4.5,100.0,5.9,75.3,67.5,5.9,5.9
2.4,2.6,3.0,2.3,100.0,2.8,20.0,27.7,2.3,2.9
5.1,5.8,5.0,5.3,100.0,4.5,52.0,52.3,5.6,5.2
4.8,2.4,2.6,4.9,100.0,3.1,47.2,29.7,4.4,3.8
5.2,5.6,4.9,4.7,100.0,7.1,71.5,46.6,6.2,5.2
3.4,4.3,3.8,5.5,100.0,6.0,44.6,42.5,3.2,4.0
2.3,2.8,3.6,1.7,100.0,0.5,20.0,27.9,2.4,2.5
3.9,2.5,3.0,5.1,100.0,2.8,31.0,36.5,3.5,3.3
5.1,4.1,4.7,6.6,100.0,4.9,54.9,56.3,4.0,5.1
5.2,6.4,4.7,5.4,100.0,5.6,57.4,64.4,5.4,5.5
3.8,3.9,4.4,2.5,100.0,3.2,35.5,35.1,3.9,3.7
6.8,7.2,6.7,5.7,100.0,4.0,60.1,67.3,3.9,6.5
2.4,2.5,3.8,2.7,100.0,4.8,20.0,20.0,2.7,2.7
6.0,4.5,5.4,3.8,100.0,6.6,73.8,48.4,5.2,5.2
3.7,4.3,2.5,3.8,100.0,3.0,33.4,20.0,3.4,3.5
4.1,2.7,4.0,3.5,100.0,3.3,45.7,40.5,3.9,3.9
7.1,3.9,6.5,4.4,100.0,4.2,48.5,63.0,5.2,5.6
3.1,5.0,4.8,3.8,100.0,0.5,45.5,37.8,4.7,4.3
4.3,3.4,3.4,4.0,100.0,5.0,31.2,51.4,4.9,3.8
5.2,4.5,6.2,8.0,100.0,7.7,47.6,67.8,5.7,5.8
5.1,6.1,4.6,3.8,100.0,4.3,41.0,35.6,3.3,4.9
7.4,4.7,5.5,6.4,100.0,6.1,83.1,60.7,6.4,5.9
5.0,3.8,2.0,3.8,100.0,3.5,45.1,44.9,2.8,3.8
6.6,5.7,5.7,5.9,100.0,4.5,49.9,65.1,5.3,5.8
6.6,4.0,6.2,7.1,100.0,6.4,76.8,65.4,6.9,5.9
1.7,1.8,1.5,2.8,100.0,1.0,20.0,20.0,2.9,2.0
2.7,4.5,3.8,4.3,100.0,4.8,42.3,40.1,5.0,4.1
7.3,6.0,5.6,5.9,100.0,7.9,63.7,52.8,5.7,6.1
5.1,5.6,4.7,4.8,100.0,4.4,56.2,45.2,4.4,5.0
5.1,5.1,4.8,5.3,100.0,4.0,39.9,41.0,4.6,4.7
5.3,5.0,4.1,3.5,100.0,4.1,28.3,51.3,5.7,4.3
4.3,4.4,3.8,5.1,100.0,8.1,50.5,50.3,4.9,4.3
5.1,3.5,5.0,5.0,100.0,3.3,37.3,48.2,5.3,4.9
6.3,5.2,4.3,6.8,100.0,8.1,56.4,59.2,6.5,5.6
5.8,3.9,5.1,5.5,100.0,7.4,56.5,51.0,4.9,5.3
5.4,6.4,6.1,5.2,100.0,5.0,45.9,56.3,5.0,5.8
3.3,3.1,3.7,4.5,100.0,3.3,66.4,37.7,3.5,3.6
4.5,4.7,4.9,3.9,100.0,5.1,37.4,40.5,5.2,4.8
5.3,4.2,5.3,4.8,100.0,4.9,40.8,57.4,4.4,4.8
5.4,5.4,3.1,5.3,100.0,6.6,58.9,38.4,6.5,5.1
5.1,5.8,4.4,4.7,100.0,7.5,28.6,45.5,4.2,5.0
4.5,4.9,3.3,6.2,100.0,5.7,59.4,46.5,5.1,4.7
7.5,8.1,7.4,6.9,100.0,6.3,84.5,94.5,6.7,7.4
5.5,6.1,6.0,6.6,100.0,6.4,59.6,61.3,5.8,6.0
5.2,4.5,2.8,4.6,100.0,4.9,47.8,34.6,3.7,4.2
6.5,8.6,7.8,8.2,100.0,8.7,72.3,65.9,6.7,7.5
5.1,3.1,4.7,4.3,100.0,4.1,58.2,47.4,4.6,4.4
3.4,3.8,1.9,3.2,100.0,1.3,44.4,47.2,3.6,3.1
4.3,4.4,4.8,3.8,100.0,1.4,24.3,20.0,2.7,4.3
3.0,2.3,1.5,1.5,100.0,3.0,20.0,20.0,3.6,2.1
3.8,6.1,3.7,4.1,100.0,9.5,45.8,57.8,3.9,4.3
5.0,3.2,3.4,5.8,100.0,4.7,29.5,35.2,5.3,4.3
6.6,6.5,8.3,6.6,100.0,8.2,81.6,75.2,6.2,7.0
5.1,4.2,5.6,3.4,100.0,4.7,56.0,50.1,5.5,4.9
4.4,5.1,5.2,4.7,100.0,2.7,50.4,40.3,2.9,4.5
5.2,4.9,6.2,5.0,100.0,6.9,59.4,60.7,5.5,5.6
1.0,2.8,2.8,2.5,100.0,1.7,20.0,20.0,2.4,2.4
4.7,5.1,5.3,6.6,100.0,1.8,58.3,64.1,6.5,5.5
6.1,5.5,6.1,6.6,100.0,8.6,63.6,74.8,4.4,5.9
2.1,3.6,3.3,4.6,100.0,3.4,20.0,32.1,3.2,3.1
6.4,6.1,5.9,5.9,100.0,6.8,68.9,64.8,6.0,6.1
6.9,4.4,5.4,5.3,100.0,4.9,73.6,57.7,4.0,5.5
5.3,7.2,4.7,3.6,100.0,5.0,46.2,51.8,3.7,5.2
7.1,5.3,5.8,5.2,100.0,6.6,60.9,69.5,5.4,5.9
8.0,5.6,6.7,6.9,100.0,9.0,99.7,87.8,8.1,7.1
6.2,4.4,4.2,4.1,100.0,6.9,45.3,68.0,5.3,4.8
4.7,4.1,6.1,6.5,100.0,7.3,62.6,47.6,4.4,5.3
3.9,5.2,4.2,2.6,100.0,7.3,37.8,54.5,3.1,3.9
1.8,4.3,4.4,5.2,100.0,2.5,48.1,44.3,4.3,3.9
6.9,6.4,5.2,7.1,100.0,5.4,70.4,56.4,5.9,6.0
5.2,3.6,2.9,4.4,100.0,4.3,33.0,39.5,5.1,4.2
4.6,4.8,4.5,4.1,100.0,3.9,48.4,54.1,4.8,4.7
4.2,4.1,4.3,3.0,100.0,3.4,52.6,41.4,5.2,4.3
5.0,5.5,5.1,5.1,100.0,6.4,38.6,55.7,6.0,5.0
5.7,6.2,6.3,6.0,100.0,6.9,50.6,39.8,6.0,5.9
7.1,6.6,6.4,6.2,100.0,8.5,71.8,58.7,6.6,6.5
3.0,4.9,5.7,3.5,100.0,3.9,39.3,40.0,4.7,4.4
5.0,5.2,5.0,5.7,100.0,5.3,47.3,40.2,3.0,5.0
3.6,4.7,2.1,5.3,100.0,3.9,20.0,26.8,3.7,3.6
4.6,4.7,5.2,4.3,100.0,4.4,34.8,53.9,4.0,4.8
5.8,5.8,4.4,5.5,100.0,4.3,62.5,54.6,6.4,5.7
5.8,7.0,6.1,4.6,100.0,4.7,53.8,83.0,5.2,5.9
3.8,3.3,3.3,3.5,100.0,4.6,23.1,38.4,3.7,3.5
5.9,5.2,7.6,6.5,100.0,5.1,73.7,73.4,6.6,6.1
7.4,5.5,7.7,6.9,100.0,4.4,75.5,68.3,6.8,6.9
5.8,5.7,5.0,5.0,100.0,5.6,45.3,49.6,5.6,5.2
7.4,5.5,7.2,7.0,100.0,10.0,79.5,80.8,8.1,6.8
3.1,4.5,4.2,3.7,100.0,0.5,27.8,51.3,4.3,3.9
3.2,3.4,4.1,3.3,100.0,2.7,29.8,30.4,3.1,3.6
3.6,4.0,2.9,3.2,100.0,3.3,25.1,27.8,1.9,3.4
6.8,6.2,6.1,5.1,100.0,4.5,64.4,75.0,7.1,6.3
6.3,5.6,5.3,5.7,100.0,5.7,67.2,58.8,5.2,5.8
6.3,6.0,4.9,5.2,100.0,3.2,58.1,48.7,4.8,5.3
6.2,6.7,6.2,4.8,100.0,3.9,56.8,44.2,6.1,5.9
3.7,3.0,4.0,3.2,100.0,2.7,37.3,33.0,3.5,3.5
7.5,8.1,7.4,7.5,100.0,7.0,72.2,93.2,7.6,7.7
3.1,5.4,5.6,4.7,100.0,3.4,65.6,54.9,5.0,4.7
5.0,5.5,4.9,5.1,100.0,5.1,50.7,53.5,4.9,4.9
5.6,5.6,6.5,6.0,100.0,9.4,51.5,68.1,5.2,5.7
5.9,6.8,7.4,3.7,100.0,6.9,58.7,59.2,6.8,6.1
5.1,3.5,5.0,5.8,100.0,6.9,60.8,53.5,4.9,4.6
3.8,3.6,4.6,3.8,100.0,5.0,43.3,45.5,4.6,4.4
4.1,6.0,5.0,7.3,100.0,4.7,46.2,58.4,4.8,5.5
6.5,7.7,7.2,6.2,100.0,8.3,85.8,75.9,7.7,6.8
7.0,7.9,6.6,5.9,100.0,8.7,69.6,74.9,6.7,6.6
8.3,8.1,6.8,6.7,100.0,8.6,78.9,73.5,6.9,7.3
4.3,4.1,6.2,4.8,100.0,4.5,34.3,39.5,4.5,4.6
4.1,5.1,3.6,2.1,100.0,4.3,45.6,36.7,4.1,4.3
5.6,4.2,5.3,4.1,100.0,8.5,49.9,49.8,4.7,4.8
4.4,6.0,3.7,5.6,100.0,6.3,62.7,39.8,4.9,4.9
6.6,8.1,6.6,5.5,100.0,6.2,51.1,69.7,6.7,6.6
2.4,4.1,3.8,4.2,100.0,2.4,20.0,43.1,2.1,3.2
7.5,6.9,6.5,6.4,100.0,5.7,70.5,63.1,5.9,6.9
4.9,4.5,3.0,4.0,100.0,8.3,62.3,42.6,4.9,4.4
4.7,3.0,4.5,5.0,100.0,6.8,63.2,71.4,3.0,4.2
3.2,4.1,3.8,5.2,100.0,3.6,25.9,26.6,2.6,4.1
3.6,1.9,3.5,3.4,100.0,5.8,25.7,38.0,4.3,3.3
7.7,5.2,7.4,7.1,100.0,7.2,63.9,60.1,7.1,6.8
4.3,3.9,4.8,6.6,100.0,4.5,58.3,51.7,4.7,5.1
3.2,3.0,2.8,2.6,100.0,4.4,39.5,29.3,4.2,3.2
3.6,3.4,2.6,4.3,100.0,3.7,20.0,34.8,4.2,3.7
5.2,4.9,4.7,3.3,100.0,5.8,45.6,29.2,4.9,4.7
6.6,6.4,7.3,7.4,100.0,5.4,55.0,76.9,6.9,6.4
2.4,5.7,4.3,4.6,100.0,3.4,54.2,42.1,5.1,4.0
4.3,3.0,3.8,4.3,100.0,5.0,24.1,20.0,3.8,4.0
5.3,3.9,5.0,5.7,100.0,7.2,34.3,57.5,5.2,4.8
3.3,4.9,4.7,5.2,100.0,6.7,49.2,24.8,3.6,4.4
1.3,3.6,1.1,2.0,100.0,4.3,20.0,31.0,3.2,2.2
6.2,5.3,4.6,5.4,100.0,5.8,61.8,55.4,6.7,5.6
5.9,4.4,3.0,4.8,100.0,5.4,37.6,32.9,3.3,4.2
6.6,4.4,6.0,5.8,100.0,4.7,82.7,73.8,6.2,5.9
7.1,7.0,7.2,8.5,100.0,6.9,86.3,70.2,8.7,7.5
6.4,6.6,6.5,7.7,100.0,3.7,79.8,59.9,7.1,6.7
4.6,4.3,5.0,4.6,100.0,4.1,35.7,28.0,5.4,4.5
4.6,2.1,3.9,3.9,100.0,0.5,51.3,24.8,2.6,3.6
7.4,7.3,8.0,8.2,100.0,10.0,76.5,81.1,8.7,7.8
4.4,6.5,5.1,3.7,100.0,5.7,48.8,59.1,5.2,4.8
5.8,6.4,4.0,4.7,100.0,2.0,63.3,61.9,5.6,5.2
4.9,4.1,4.6,6.4,100.0,4.7,54.7,37.2,4.2,4.7
6.3,5.9,5.3,4.6,100.0,8.2,40.6,55.7,4.5,5.2
4.3,3.7,4.3,6.7,100.0,4.6,59.2,29.4,4.7,4.7
4.3,5.7,4.9,5.3,100.0,2.6,44.8,44.1,4.0,4.9
3.6,4.6,3.9,4.7,100.0,1.5,37.6,63.4,4.2,4.0
5.0,5.9,5.1,5.5,100.0,2.3,34.1,31.7,4.6,5.0
3.2,2.7,4.4,3.5,100.0,5.0,46.2,31.7,4.2,3.7
3.8,4.8,4.7,3.9,100.0,3.3,37.7,46.6,3.7,4.3
4.0,5.1,5.8,6.4,100.0,4.6,53.2,60.0,5.1,5.2
5.2,5.5,5.2,4.2,100.0,4.0,30.3,36.8,3.7,4.9
7.4,7.7,5.3,7.7,100.0,7.0,68.4,87.3,7.2,7.0
1.0,1.9,2.7,1.0,100.0,0.5,20.0,20.0,2.0,1.8
7.4,5.7,7.4,5.3,100.0,7.1,85.1,83.1,5.4,6.4
8.5,7.2,6.1,8.2,100.0,4.7,66.6,73.4,7.5,7.4
2.5,2.5,2.7,2.5,100.0,0.8,33.3,31.6,1.9,2.5
4.1,3.8,3.9,4.1,100.0,6.0,52.7,48.6,5.4,4.2
6.8,3.7,3.2,5.8,100.0,5.0,46.8,51.0,4.8,5.0
2.3,1.9,2.8,4.4,100.0,3.9,20.0,36.0,4.0,2.7
4.1,3.6,3.7,4.9,100.0,7.1,28.6,49.8,4.2,4.0
3.8,4.7,3.4,3.2,100.0,3.2,39.5,33.0,4.1,3.7
8.2,7.3,6.4,6.9,100.0,7.7,71.0,67.3,7.8,7.1
6.4,5.6,5.6,6.4,100.0,6.0,57.9,63.2,7.5,6.3
6.1,7.3,6.5,7.1,100.0,6.2,67.3,62.4,7.3,6.8
5.1,5.1,5.3,5.4,100.0,4.6,59.2,54.8,6.2,5.4
3.4,3.7,4.0,3.8,100.0,3.4,42.1,49.6,2.7,3.4
3.6,4.2,4.9,4.6,100.0,4.7,37.1,48.4,2.6,4.1
5.6,6.3,7.3,6.7,100.0,6.4,65.4,63.1,5.5,6.0
3.1,2.0,4.3,4.2,100.0,3.3,36.1,42.4,3.0,3.4
4.7,5.0,6.0,4.5,100.0,7.5,44.0,66.9,5.4,4.9
5.7,3.1,4.3,4.5,100.0,4.7,49.3,65.1,4.7,4.6
4.2,4.3,4.8,3.7,100.0,3.8,20.0,23.4,5.0,4.3
4.8,7.0,6.1,6.4,100.0,4.7,51.7,50.7,5.4,5.7
5.4,5.0,5.2,6.3,100.0,3.3,61.3,49.7,6.2,5.6
4.6,4.1,5.1,4.7,100.0,6.6,44.5,30.8,4.6,5.0
5.0,7.2,5.4,6.2,100.0,5.7,49.7,68.5,6.4,5.8
